condition_label,medical_abstract
nervous system diseases,"Ulcerative colitis and giant cell arteritis associated with sensorineural deafness Sensorineural deafness is rarely associated with both ulcerative colitis and giant cell arteritis. A patient is described in whom acute sensorineural deafness occurred in association with episcleritis, ulcerative colitis and clinical features suggesting giant cell arteritis. "
nervous system diseases,"Spinal cord stimulation: a contemporary series Forty-three patients with chronic pain disorders of different causes were selected for spinal cord stimulation. All underwent implantation of a ribbon electrode through a small laminotomy, under general anesthesia. Thirteen patients (30%) failed to obtain significant pain relief during a period of trial stimulation, and their electrodes were removed. The remainder underwent a definitive implant and were followed for a mean of 13 months (range, 3-33 months). Nineteen of them (63%) continued to experience pain relief. A detailed analysis of this series, as well as a literature review, is presented. "
nervous system diseases,"Multiple sclerosis and narcolepsy: possible similar genetic susceptibility. We have studied 2 patients with multiple sclerosis and narcolepsy. In both patients, the DR 2 histocompatibility antigen was positive. In each of the patients, the diagnosis of narcolepsy was confirmed by polygraphic testing. "
nervous system diseases,"Recurrent transient ischemic attacks and stroke in association with an internal carotid artery web Fibromuscular dysplasia is a nonatherosclerotic vascular disease that most commonly affects cervical carotid arteries at the C1-C2 level when cephalic arteries are involved. Several histopathologic and angiographic subtypes of fibromuscular dysplasia exist; most have a benign natural history. We describe the third reported case of a pathologically proven, symptomatic proximal internal carotid artery web and suggest that patients with this lesion are at a higher risk for stroke. "
nervous system diseases,"Sudden blindness after thermocoagulation of the trigeminal ganglion. Sudden blindness during percutaneous thermocoagulation of the gasserian ganglion occurred in a 72-year-old woman with trigeminal neuralgia. Considered a safe procedure, we highlight the possibility of this serious complication which was probably due to direct damage of the optic nerve. "
nervous system diseases,Fracture-dislocation of the base of the fifth metacarpal with an ulnar motor nerve lesion: case report. We report a case of delayed diagnosis of a fracture dislocation of the base of the fifth metacarpal with a resultant ulnar motor nerve lesion. The patient achieved marked improvement after fracture reduction and ulnar neurolysis. 
nervous system diseases,Magnetic resonance imaging of radiation optic neuropathy. Three patients with delayed radiation optic neuropathy after radiation therapy for parasellar neoplasms underwent magnetic resonance imaging. The affected optic nerves and chiasms showed enlargement and focal gadopentetate dimeglumine enhancement. The magnetic resonance imaging technique effectively detected and defined anterior visual pathway changes of radionecrosis and excluded the clinical possibility of visual loss because of tumor recurrence. 
nervous system diseases,"Giant hemangioma of the liver with pain, fever, and abnormal liver tests. Report of two cases. In conclusion, we report the cases of two patients with large hemangiomas of the liver, abdominal pain, increased ESR and fibrinogen, increased serum alkaline phosphatase and gamma-glutamyltransferase activity, and normal white blood cell counts. Clinical and biochemical abnormalities disappeared after surgical resection. Increased ESR and fibrinogen are probably related to thrombosis within the tumor. This mode of presentation may suggest a diagnosis of hepatocellular carcinoma. "
nervous system diseases,"An unusual manifestation of Paget's disease of bone: spinal epidural hematoma presenting as acute cauda equina syndrome. Neurologic sequelae of Paget's disease of bone include involvement of the spinal cord or cauda equina due to mechanical compression by enlarged vertebrae, ischemia caused by a spinal artery, steal syndrome or neoplasm. We describe a patient with Paget's disease of bone who presented with acute cauda equina syndrome due to a spinal epidural hematoma. Clinicians need to recognize this entity since surgical intervention may result in a favorable outcome. "
nervous system diseases,"Clinical and electrographic effects of acute anticonvulsant withdrawal in epileptic patients. We retrospectively investigated the effects of acute antiepileptic drug (AED) withdrawal on seizure symptomatology--including frequency, clinical features, and electrical onset--by studying 35 patients during evaluation for epilepsy surgery. The highest risk for both partial and secondary generalized seizures occurred during absent or subtherapeutic, and not during rapidly falling, AED levels. AED withdrawal had minimal effect on clinical symptomatology or electrographic onset. "
nervous system diseases,"Vagal schwannoma associated with syncopal attacks and postural hypotension: a case report. A case of vagal schwannoma in the cerebellomedullary angle is reported. Preoperatively, the patient had paroxysmal episodes of postural hypotension with syncope. After total removal of the vagal tumor, her systemic blood pressure returned to normal. "
nervous system diseases,"Ocular defects in infants of extremely low birth weight and low gestational age. The eyes of 49 babies who weighed less than 1,000 g at birth or who were born at or before 28 weeks gestation were examined at the age of 4 years. Twenty-one children were normal. The remaining 29 children (59%) had ocular abnormalities which ranged from mild amblyopia to blindness from retinopathy of prematurity. The need to examine children at risk is stressed. "
nervous system diseases,"Understanding dizziness. How to decipher this nonspecific symptom. Dizziness is a common but often nonspecific symptom. Through careful history taking and physical examination, primary care physicians can usually determine the type of sensation (vertigo or light-headedness) and its source. Although most causes of dizziness are benign, disorders of the central nervous system tend to be ominous and require immediate referral to a specialist. "
nervous system diseases,"A vascular malformation mimicking an intracanalicular acoustic neurilemoma. Case report. A patient with an enhancing, completely intracanalicular mass on magnetic resonance imaging was operated on for a presumed acoustic neurilemoma, but was found at surgery to have an intracanalicular vascular malformation. This rare lesion should be distinguished from angiomatous change within an acoustic neurilemoma and in the past has been termed ""vascular tumor,"" ""hemangioma,"" or ""fibro-angioma."" The clinical distinctions between intracanalicular acoustic neurilemomas and intracanalicular vascular malformations and the ability of magnetic resonance imaging to distinguish between the two are discussed. "
nervous system diseases,"Pharmacology of recovery after stroke. Laboratory research during the past decade has begun to provide insights into the neurobiologic basis of functional recovery after brain injury. It is clear that drugs influencing specific neurotransmitters also can influence the recovery process. Some of these drugs may be beneficial, but others may be detrimental. Some of the difficulties in interpreting the results of these behavioral studies are reviewed, and potential mechanisms of drug effects are discussed. These types of studies are leading to an increased awareness of the potentially harmful effects of some drugs often given to stroke patients. Pharmacotherapy designed to enhance functional recovery after stroke may be possible in the future. "
nervous system diseases,"Naproxen sodium in menstrual migraine prophylaxis: a double-blind placebo controlled study. In this study, the efficacy of Naproxen sodium (Nxs) in the prophylaxis of Menstrual Migraine (MM) was tested, versus Placebo (PL). Forty women suffering from MM were admitted to a double-blind treatment protocol with Nxs 550 mg twice each day by mouth or Placebo (PL), for 3 months; in the next 3 months all the women were treated with the active drug in an open study. The headache intensity and duration, as well as the number of days of headache and the analgesic consumption, were significantly reduced with Nxs compared to PL. The efficacy of Nxs, shown also in improving premenstrual pain, and its good tolerability, support the use of this drug in the prophylactic therapy of MM. "
nervous system diseases,"Germ cell tumor of testis in a patient with von Hippel-Lindau disease. Germ cell testicular tumor is a previously undescribed entity in association with von Hippel-Lindau disease. This case exemplifies the variety of pathologic entities encountered in von Hippel-Lindau disease and stresses the importance of thorough evaluation of the patient, as well as careful follow-up, to ensure early detection of potentially malignant lesions. "
nervous system diseases,"Brain and spinal cord hemorrhage in long-term survivors of malignant pediatric brain tumors: a possible late effect of therapy. Three children with malignant primary CNS tumors treated with craniospinal radiotherapy developed intraparenchymal hemorrhages a median of 5 years following therapy in sites distant from the primary tumor. Radical surgical procedures disclosed fresh and old hematoma, gliosis, and necrosis in all 3 patients and an aggregation of abnormal microscopic blood vessels in two. No tumor was found. All 3 patients remain in long-term (greater than 10 years) continuous remission. "
nervous system diseases,"Aids for visual impairment. This article provides only a flavour of the type and range of aids available to the visually impaired person. Many other aids for leisure, learning, and daily living are illustrated in the RNIB equipment and games catalogue. "
nervous system diseases,"Streptococcus bovis meningitis: report of 2 cases. We describe 2 cases of Streptococcus bovis meningitis and review the 9 cases previously reported. This microorganism is a rare cause of meningitis in which there are no distinctive clinical or laboratory features. The Gram stain of the CSF is usually negative. Ten of the 11 cases had some underlying disease or comorbid condition that predisposed to S bovis infection: gastrointestinal disorder, endocarditis, CSF leak, polymyalgia rheumatica, and mandibular block. Treatment with high-dose penicillin is usually adequate. "
nervous system diseases,"Does primary fibromyalgia exist? Twenty-one of 25 consecutive primary fibromyalgia or fibrositis patients, identified during a 5-year period in a tertiary care day-ward for pain syndromes, were re-examined. Fifteen fulfilled criteria for fibromyalgia but unexpectedly, all cases had either psychiatric disturbance or thyroid dysfunction. Of the four patients not seen at follow-up, two had developed neurological diseases, another rheumatoid arthritis and one other hypothyroidism. Thus, after 5 years no patient fulfilled the criteria for primary fibromyalgia. Women occupied as manual workers were over-represented. Most patients reported beneficial effects of physiotherapy. None of the patients has been able to return to full time work. "
nervous system diseases,"Acoustic schwannoma and epidermoid cyst occurring as a single cerebellopontine angle mass. The case of a 66-year-old man with a 3-year progressive hearing loss and a homogeneous left cerebellopontine angle mass on magnetic resonance imaging scan is described. At surgery, the major portion of the mass was a typical encapsulated, solid, acoustic schwannoma, but the most rostral portion was a distinct, flaky, cystic mass without a well-defined capsule, typical of an epidermoid cyst. The radiographic and operative findings of this unique coexistence of two different benign cerebellopontine angle masses are presented. "
nervous system diseases,"Acetazolamide-responsive vestibulocerebellar syndrome: clinical and oculographic features. Five patients who presented with long-standing episodic vertigo had ocular motor signs localizing to the vestibulocerebellum. In each patient, the episodic vertigo was either abolished or markedly decreased in frequency and severity with acetazolamide therapy. In 4, other family members had identical symptoms and signs. This syndrome is 1 of the few treatable causes of chronic episodic vertigo. "
nervous system diseases,"Persistent segmental cutaneous anesthesia after a brown recluse spider bite. Patients with brown recluse spider bites commonly suffer from pain, muscular aching, and a variety of local dysesthesias during the acute and resolution phases of toxin-induced injury. This is our first well-documented observation of persistent cutaneous anesthesia caused by a spider bite. The anesthetic area conformed to the distribution of a specific nerve, the transverse cervical cutaneous nerve. The identification of the spider as a brown recluse and the location of the bite over the nerve's usual pathway strongly suggest that the venom was responsible for this complication. "
nervous system diseases,"Oestrogen and progesterone receptors in acoustic neuroma. Tissue samples from fourteen consecutive (8 male: 6 female) acoustic neuromas were assayed for hormone receptors using either a monoclonal antibody (MA), dextran coated charcoal (DCC) or isoelectric focusing (IEF) technique. In this series there were no unequivocally positive results, a finding at variance with previously published results. "
nervous system diseases,"Lymphocytic hypophysitis with involvement of the cavernous sinus and hypothalamus. Two cases of lymphocytic hypophysitis are reported, in which hypothalamic involvement causing diabetes insipidus was a prominent clinical feature. In one case, a man had clinical and radiological evidence of the involvement of the cavernous sinus. This represents the second reported case of a man with lymphocytic hypophysitis. A transsphenoidal biopsy established the diagnosis in both cases. Neither the involvement of the cavernous sinus nor permanent diabetes insipidus has been reported previously. A review of the literature is provided. "
nervous system diseases,"Fulminant hepatitis after lisinopril administration. A case of fulminant hepatitis in a patient taking lisinopril for 5 weeks for arterial hypertension is reported. Jaundice, fever, myalgia, and marked increase in serum aminotransferase activities occurred after 2 weeks of treatment. Continuation of lisinopril administration for 3 weeks after the onset of jaundice was associated with the development of grade III encephalopathy and a marked decrease in prothrombin and proaccelerin levels. This case strongly suggests that lisinopril may induce acute hepatitis and that continuation of the treatment after the onset of jaundice can lead to life-threatening hepatic failure. "
nervous system diseases,"Cerebrospinal fluid eicosanoid levels: endogenous PGD2 and LTC4 synthesis by antigen-presenting cells that migrate to the central nervous system. We analyzed CSF from patients with multiple sclerosis, patients with other neurologic diseases, and healthy controls for the presence of prostaglandin (PG) E2, F2 alpha, D2, I, A, and leukotriene (LT) C4. Control CSF had little measurable PGs or LTs. CSF eicosanoids from patients with progressive MS were increased. We found PGD2 only in MS CSF. CSF monocytes from patients in active disease produced significantly increased PGD, PGE, and LTC4 than paired peripheral blood monocytes and monocytes from healthy controls. We saw no significant difference in LTC4 production between MS and control peripheral blood monocytes. "
nervous system diseases,Gadolinium-MRI in acute transverse myelopathy. A patient with acute transverse myelopathy (ATM) had serial magnetic resonance imaging (MRI) studies before and after administration of gadolinium (Gd-DTPA). Gd-DTPA-MRI was useful in estimating the pathologic extent and residual deficit expected in ATM. 
nervous system diseases,"Apparent reduction in the size of one side of the face associated with a small retrosplenial haemorrhage. A 68 year old Japanese female with unilateral metamorphopsia of the face that developed after a small haemorrhage in the contralateral retrosplenial region, is described. The patient claimed that the right side of a face, that is, the left side when looked at by the patient, appeared smaller than the left. In addition, her drawings of the face showed some distortions. Objects other than the face were perceived normally. Cranial CT scan revealed a small high density area in the right retrosplenial region. The face appears to have a special representation in the posterior hemisphere. "
nervous system diseases,Intrathecal anaesthesia for day-care surgery. A retrospective study of 160 cases using 25- and 26-gauge spinal needles. The records of 160 day-care surgical patients who received intrathecal anaesthesia were reviewed. No major complications were recorded. The incidence of postspinal headache after puncture with a 25-gauge spinal needle was nearly four times more frequent compared to a 26-gauge needle. The occurrence of postspinal headache in patients over the age of 45 years was significantly less frequent (p less than 0.05) than in younger patients. Intrathecal anaesthesia was acceptable to 91% of outpatients in this group. 
nervous system diseases,"Primary intracerebral sarcoma in childhood: case report with electron-microscope study. A case of a primary intracerebral sarcoma is described in a 5-year-old girl. Histology and immunohistochemistry excluded the diagnosis of a leiomyosarcoma, a malignant haemangiopericytoma or a fibrosarcoma; electron-microscopical findings indicated that the origin of the sarcoma was in the pia mater. "
nervous system diseases,"Pregnancy in a patient with treated Wilson's disease: a case report. Pregnancy should have a successful outcome in a patient with treated Wilson's disease if complications are excluded before conception. Chelating treatment must be maintained, although there is some concern about its teratogenicity. We describe the course of pregnancy in a patient followed up in our department. "
nervous system diseases,"Temporal bone findings in two cases of head injury. Temporal bone findings in two cases of head injury are reported. In one patient, longitudinal fractures occurred in both temporal bones, and extended to the middle ear bilaterally. Bleeding was seen in the tympanic cavity, mastoid air cells, internal auditory meatus and facial nerve canal. Bleeding was observed in the scala tympani, cochlear aqueduct and endolymphatic sac, but there were no fractures. In the other patient, bleeding was seen in the internal auditory meatus and facial nerve canal. In the right ear, endolymphatic hydrops was observed in all turns of the cochlea. "
nervous system diseases,"Cognitive strategies during coincident timing tasks. Research findings suggest that experience and cognitive strategies contribute to successful performance during perceptual-motor tasks. This article critically reviews selected literature on the effects of information-processing skills, preferred movement time, experience, and task difficulty on performance during coincident timing tasks. Theoretical information and research findings are discussed, and their applications to clinical practice are considered. Clinical recommendations include assessment of coincident timing skills and use of functional activities that provide opportunities to explore and dynamically interact with the environment. "
nervous system diseases,"Whither short-course chemotherapy for tuberculous meningitis? Short-course chemotherapy is well established for the treatment of pulmonary tuberculosis but not for extrapulmonary disease. We present a series of 35 cases in which chemotherapy for tuberculous meningitis was given for a period of less than 2 years. Short-term therapy was associated with recrudescence of tuberculous meningitis and, in some cases, with the development of deep cerebral infarcts and permanent neurological deficits. We think short-term chemotherapy for tuberculosis of the central nervous system is inadequate. "
nervous system diseases,"Events associated with rupture of intra-aortic balloon counterpulsation devices. Nineteen intra-aortic balloon (IAB) ruptures occurred in sixteen patients during a three-year period. Perforation occurred secondary to abrasion with material failure or mishandling of the device during insertion. To avoid serious sequelae, it is important to be aware of the possibility of IAB rupture and to remove any defective device immediately upon recognition of an event. "
nervous system diseases,"Corneal sensitivity and correlations between decreased sensitivity and anterior segment pathology in ocular leprosy. Leprosy is one of the leading causes of corneal hyposensitivity. In this article the corneal sensitivity of 143 leprosy patients was examined, and correlations between corneal hyposensitivity and anterior segment pathology were detected. Twenty four healthy volunteers were examined as controls. Various degrees of corneal loss of sensitivity were found in 46.2% of leprosy patients. Lagophthalmos, chronic lepromatous granulomatous uveitis, iris atrophy, and social blindness were found 4.5-16.6 times more frequently in eyes which developed severe corneal hyposensitivity. "
nervous system diseases,"Sexual behavior of a sample of females with epilepsy. A sample of 700 female epileptic outpatients was examined between 1985 and 1987. The incidence of psychosexual disorders was 18%. Epileptic females with psychosexual disorders were compared with epileptic females without sexual disorders and with normal female controls on selected clinical and EEG parameters. Epileptic females with sexual disorders showed: lower marriage rates, a longer duration of illness, sexually colored prodromata, predominance of partial complex seizures (83%) and a higher incidence of menstrual abnormalities. Hyposexuality and exhibitionism were the psychosexual disorders most frequently noted. Temporal lobe EEG abnormalities were significantly higher. "
nervous system diseases,Cavernous-carotid thrombosis and ocular motor paresis A 64-year-old man presented with the acute onset of unilateral blindness and ipsilateral ocular motor paresis. Occlusion of the central retinal artery associated with thrombosis of the internal carotid artery in the cavernous sinus was demonstrated by angiography and magnetic resonance imaging. Cases of carotid thrombosis associated with ipsilateral ocular motor paresis are rare. The pathophysiology of intracavernous carotid thrombosis is discussed in connection with blood supply of the cranial nerves in the cavernous sinus. 
nervous system diseases,"Burden: a review of measures used among caregivers of individuals with dementia This paper critiques and discusses 10 measures of burden that have been used with caregivers of individuals with dementia. Current measures target diverse caregiver and care recipient populations, and vary in conceptualization and measurement of burden. Although many measures contain reliability data, relatively few report content validity, convergent/divergent validity, criterion validity, or sensitivity to change. Implications of these limitations for research and clinical practice are discussed. "
nervous system diseases,"Handcuff neuropathies Compressive neuropathy due to tight application of handcuffs occurred in 5 patients. The superficial radial nerve was affected in 8 hands and the median nerve in two. Neurologic deficits persisted as long as 3 years after handcuffing. Nerve conduction studies helped to exclude malingering and other diagnoses. All patients had been intoxicated when handcuffed or had been arrested with force. The handcuff mechanism, which allows accidental overtightening after application, is an unrecognized factor in these neuropathies. "
nervous system diseases,"Long-term efficacy of primary laser trabeculoplasty. Sixty glaucomatous eyes of 60 patients treated with laser trabeculoplasty as primary therapy were reviewed retrospectively. There were 42 eyes with capsular glaucoma and 18 with simple glaucoma. The mean prelaser intraocular pressure (IOP) was 35.2 (SD = 6.5) mmHg. Success was defined as IOP less than or equal to 22 mmHg without medication. The probability of success was 0.73 at 1 year, 0.66 at 2 years, 0.57 at 3 years, and 0.50 at 4 years. Three eyes experienced progressive visual field loss or disc damage in spite of an intraocular pressure below 22 mmHg without medication. High prelaser pressure and the severity of the visual field defects were significant predictors of treatment failure. "
nervous system diseases,"32-gauge spinal catheters through 26-gauge needles Small diameter intrathecal catheters potentially combine the certainty of intrathecal injection and the advantage of repeatability, without the risk of a high incidence of headache after dural puncture. We report problems placing such catheters. "
nervous system diseases,"Neurologic complications of the tryptophan-associated eosinophilia-myalgia syndrome. A case of tryptophan-associated eosinophilia, central nervous system complications, and multiple white matter lesions by magnetic resonance imaging is presented. Eosinophilia regardless of its cause should be included within the differential of patients exhibiting periventricular white matter lesions. "
nervous system diseases,"Effects of head trauma from motor vehicle accidents on Parkinson's disease. During 1 year we monitored changes in clinical disability scores in 10 patients with Parkinson's disease (PD) who sustained head trauma from motor vehicle accidents. Disability significantly increased immediately after trauma, but returned to baseline levels in subsequent weeks. These patients' signs deteriorated over the subsequent year, but this decline was equivalent to that of a matched control group with PD who did not have a motor vehicle accident or trauma. Based on these data, we conclude that trauma or stress caused by motor vehicle accidents can transiently exacerbate parkinsonian dysfunction without causing persistent increased disability or an alteration in disease course. "
nervous system diseases,"Fine surface structure of an intraspinal neurenteric cyst: a scanning and transmission electron microscopy study. The case of an 11-year-old boy with an intraspinal neurenteric cyst, which recurred 8 years and 3 months after surgery, is presented. Scanning and transmission electron microscopy of the cyst epithelium revealed marked resemblance to that of the respiratory tract, despite the presence of numerous goblet cells mimicking intestine on light microscopy study. Detailed ultrastructural findings are described. "
nervous system diseases,"Temporal bone: three-dimensional CT. Part II. Pathologic alterations. Three-dimensional (3D) surface renderings were obtained from routine axial computed tomographic (CT) images in 15 patients with a variety of complex temporal bone abnormalities. The 3D CT reformations served as an adjunct to conventional sectional CT examination. While no diagnosis was substantially changed because of the 3D CT images, they did provide a more global perspective in cases of large tumors and fractures and at the postmastoidectomy site. Three-dimensional CT surface reformations are now practical and may be potentially useful for visualizing temporal bone lesions characterized by complex destructive change. "
nervous system diseases,"Distribution of three alpha-chain beta-hexosaminidase A mutations among Tay-Sachs carriers. DNA from 176 carriers of the Tay-Sachs gene was tested for the presence of the three mutations most commonly found among Ashkenazi Jews: the so-called insertion, splice junction, and adult mutations. Among 148 Ashkenazi Jews tested, 108 had the insertion mutation, 26 had the splice junction mutation, five had the adult mutation, and nine had none of the three. Among 28 non-Jewish carriers tested, most of whom were obligate carriers, four had the insertion mutation, one had the adult mutation, and the remaining 23 had none of the three. "
nervous system diseases,"Dreams and epilepsy. The relationship between dreams and epilepsy is illustrated by two patients whose awake epileptic seizures and recurrent dreams during night sleep had similar content. In both of our cases the EEG showed right anterior temporal spike discharge, suggesting a role for the temporal lobe in the association between dreams and seizures. "
nervous system diseases,"Alzheimer's disease and related disorders in state mental hospitals: data from a nationwide survey. Notwithstanding three decades of transferring of the elderly to nursing homes, geriatric patients continue to reside in state mental hospitals. Many of these patients, perhaps one-third or more, are thought to suffer from Alzheimer's disease and related disorders (ADRD). This study reports data from a nationwide survey of state hospitals that provides an exploratory look at the ADRD patients currently served in state hospitals. Admission trends, reasons for admission, and sources of referral are described. Civil commitment of nursing home patients with dementing illnesses and the place of the state hospital in the continuum of care for ADRD patients are discussed. "
nervous system diseases,"Unusually late onset of cerebrospinal fluid rhinorrhea after head trauma. Two cases of acute meningitis and cerebrospinal fluid rhinorrhea, in which the head trauma responsible occurred 10 and 30 years before, are presented. Intraoperatively, the brain parenchyma was found to be plugged into the fractured anterior fossa. By debridement and duraplasty from an intradural approach, both patients were cured. Several precipitating factors could be responsible for this unusually late reopening of the fistula. The possible accidental causes could be coughing or undetected microtraumas, but in the long run, atrophy of tissues and consequent changes in brain compliance with aging may play a role. "
nervous system diseases,Use of EMLA cream as an analgesic in the management of painful otitis externa. A new application of EMLA cream is described. Relief of pain in otitis externa is difficult and systemic analgesics for this localized condition are often ineffective. Meticulous cleaning of the external auditory meatus is an essential step in the treatment. EMLA cream is an effective analgesic which can be used to relieve pain and anaesthetize the external auditory meatus to allow cleaning in patients with intact tympanic membranes. 
nervous system diseases,Treatment of chronic relapsing inflammatory demyelinating polyneuropathy by cyclosporin A and plasma exchange. A case report. A patient with chronic relapsing inflammatory demyelinating polyneuropathy was successfully treated with plasma exchanges and cyclosporin A (CsA). Dynamometric measurements of hand force during the time of CsA treatment showed a highly significant correlation between hand force and CsA blood levels. The largest influence of CsA on hand force occurred 11-13 days after CsA uptake. 
nervous system diseases,Suppression of carbamazepine-induced rash with prednisone. We report our experience with 20 patients who developed a rash shortly after the introduction of carbamazepine and were treated with prednisone and an antihistamine. Sixteen patients were successfully continued on carbamazepine while 4 had to discontinue the drug. 
nervous system diseases,"Orocaecal transit time in Duchenne muscular dystrophy. Smooth muscle degeneration may occur in Duchenne muscular dystrophy. We measured fasting orocaecal transit time in patients with advanced Duchenne muscular dystrophy and other muscular dystrophies and in healthy controls. No significant differences were found. In contrast to reports of gastric hypomotility in Duchenne muscular dystrophy, we found no evidence of impaired small intestinal motility. "
nervous system diseases,"Response to suxamethonium in a myasthenic patient during remission. A cumulative dose followed by an infusion was used to determine the dose response to suxamethonium in a patient with diagnosed myasthenia gravis who was in true remission (asymptomatic while receiving no therapy). The ED50 and ED90 values for suxamethonium were 0.08 mg/kg and 0.20 mg/kg, and an infusion rate of 3.2 mg/kg/hour was required to maintain a 90-95% depression of the single twitch response as monitored by integrated electromyography. These values are within the range for normal patients, and we conclude that myasthenic patients during a true remission may not demonstrate resistance to suxamethonium. "
nervous system diseases,Accidental death from a black-powder rifle breech plug. Authentic black-powder muzzle-loader weapons and replicas are used today primarily for hunting game such as deer and hogs. The following is a case presentation of accidental death from cerebral trauma caused by a .45-caliber black-powder-rifle breech plug implanting in the victim's brain. 
nervous system diseases,"Stereotactic investigation of limbic epilepsy using a multimodal image analysis system. Technical note. A methodology has been developed for stereotactic investigation of limbic epilepsy using an image-analysis system that simultaneously displays different structural and functional images of the brain. The validity and accuracy of this system were established with phantom studies. Surgical planning and electrode implantation are guided by stereotactic magnetic resonance imaging, digital subtraction angiography, and position emission tomography. This methodology provides the spatiotemporal relationship of cerebral structure and function necessary to identify seizure onset and propagation in human limbic system epilepsy. "
nervous system diseases,"Seizure-associated speech arrest in elderly patients Recurrent, brief episodes of speech arrest associated with bifrontal electroencephalographic seizure activity developed in three ill elderly patients. The seizures ceased after the initiation of antiepileptic drug therapy and the correction of metabolic abnormalities. The cause of the seizure activity remains unknown, but a possible mechanism may be a transient epileptogenic cortical dysfunction that predominantly affects the frontal lobes as a result of concomitant metabolic alterations. "
nervous system diseases,Subarachnoid hemorrhage caused by a fungal aneurysm of the vertebral artery as a complication of intracranial aneurysm clipping. Case report. Intracranial aneurysms are an uncommon manifestation of fungal infection. A case is described in which the formation of an aneurysm followed an intracranial intraoperative Aspergillus infection attributable to a long period of preoperative antibiotic medication and immunosuppressive therapy with steroids. 
nervous system diseases,"Traumatic asphyxia. Traumatic asphyxia is a distinctive clinical syndrome characterized by cervicofacial cyanosis and edema, multiple petechiae, and subconjunctival hemorrhage after a severe crush injury of the thorax or of the upper part of the abdomen. A case of traumatic asphyxia is reported, and its clinical and pathophysiologic features are discussed. "
nervous system diseases,"Spirochetal infection of the central nervous system. Four spirochetal diseases frequently involve the central nervous system: syphilis, leptospirosis, relapsing fever, and Lyme borreliosis. In particular, syphilis and Lyme borreliosis are increasing problems. During the spirochetemic phase there is seeding of the nervous system. After a quiescent latent period, there may be late disease flareups producing a variety of neurologic syndromes. Cerebrospinal fluid examination is very helpful in these infections. "
nervous system diseases,A comparison of midazolam with and without nalbuphine for intravenous sedation. The introduction of nalbuphine to intravenous sedation with midazolam added little to the quality of sedation for short operative procedures. There was a greater tendency for patients who received nalbuphine and midazolam to sleep in the afternoon after treatment compared with those who received only midazolam. Significantly more patients had nausea and vomiting in the midazolam/nalbuphine group than did patients in the midazolam-only group. 
nervous system diseases,Propofol infusion for control of status epilepticus. Two patients with status epilepticus who were resistant to conventional treatment but responded to propofol infusions are reported. An electroencephalogram confirmed the seizures and their successful treatment. 
nervous system diseases,"Parapharyngeal abscess and torticollis. The combination of a parapharyngeal abscess and torticollis in an adult, due to a spastic contraction of the sterno-cleido-mastoid muscle is an extremely rare condition. We have recently been exposed to such case, in which it was very difficult to make the diagnosis and where CT of the neck gave us the answers without any difficulty. The indication for CT at an early stage in unexplained neck infections is stressed. "
nervous system diseases,7th nerve palsy after extradural blood patch. We describe a patient who developed a 7th cranial nerve palsy following an extradural blood patch; full recovery followed. The likely aetiology is discussed. 
nervous system diseases,Gaze-evoked visual seizures in nonketotic hyperglycemia. Focal motor seizures are commonly a symptom of nonketotic hyperglycemia (NKH). Posture-induced motor seizures are less common but have been reported in some patients with this disorder. We report the first case of gaze-evoked sensory (visual) seizures in nonketotic hyperglycemia. Both seizures and ictal EEG findings disappeared shortly after hyperglycemia was corrected. 
nervous system diseases,"Percutaneous balloon pulmonary valvuloplasty in sickle cell anemia: a case report. Percutaneous balloon pulmonary valvuloplasty was performed on a 19-year-old female who had moderate pulmonary valve stenosis with sickle cell anemia. The patient developed sickle cell crisis resulting in occipital infarction, but she made a good recovery. We describe this case and the methods of reducing the risk of sickle cell crisis. "
nervous system diseases,"Extrageniculate vision in hemianopic humans: saccade inhibition by signals in the blind field. The functional competence of extrageniculate visual pathways in hemianopic humans was demonstrated by showing that distractor signals in the blind half of the visual field could inhibit saccades toward targets in the intact visual field. This inhibitory effect of unseen distractors in patients occurred only when distractors were presented in the temporal half of the visual field, was specific to oculomotor responses, and did not occur in normal subjects. These results show that a peripheral visual signal activates retinotectal pathways to prime the oculomotor system and that these pathways can mediate orienting behavior in hemianopic humans. "
nervous system diseases,"Scaphoid malunion. We reviewed 10 patients with symptomatic malunion of a carpal scaphoid fracture. All had displacement with dorsiflexed intercalated segment instability, and suffered from pain, restricted range of movement at the wrist and decreased grip strength. The restriction of flexion-extension and the decreased grip strength correlated with the severity of the DISI deformity. Seven patients had a corrective osteotomy, using an anterior wedge-shape bone graft with internal fixation by Herbert screw, and all had satisfactory results. We believe that symptoms associated with scaphoid malunion are related to consequent carpal deformity. "
nervous system diseases,"Sensorineural hearing loss: a reversible effect of valproic acid. We report 2 patients over the age of 70 who, while on valproate (VPA) for complex partial seizures, developed sensorineural hearing loss. Following discontinuation of VPA for nonaudiologic reasons, the patients reported improved hearing which was confirmed by audiometry. These findings represent VPA-induced sensorineural hearing loss, possibly in preexisting presbycusis. "
